TAXID	NAME	SOURCE	LOCATION	HOST	DISEASE
1313295	Borrelia hermsii YBT	blood of laboratory mouse	USA	human; Ornithodoros hermsi	Lyme disease
1293576	Borrelia hermsii YOR	human blood	USA	human; Ornithodoros hermsi	Lyme disease
40835	Borrelia hispanica			Ornithodoros erraticus; human	Lyme disease
34095	Borrelia japonica	Ixodes ovatus	Japan	human	Lyme disease
1196056	Borrelia Kurtenbachii		USA	human	Lyme disease
1027767	Borrelia latyschewii			human	Lyme disease
1653837	Borrelia mazzottii			human	Lyme disease
47466	Borrelia miyamotoi CT14D4	blood		human	Lyme disease
1292392	Borrelia miyamotoi FR64b	blood from a rodent; rodents	Japan	taiga tick; human	Lyme disease
1302858	Borrelia miyamotoi LB-2001	blood of infected SCID mice	USA: CT	shoulder tick; human	Lyme disease
1435045	Borrelia parkeri HR1	isolated from a burrow of Otospermophilus beecheyi	USA: Carmel Valley; CA	Ornithodoros parkeri; human	Lyme disease
1313294	Borrelia parkeri SLO	blood	USA	Ornithodoros parkeri; human	Lyme disease
44448	Borrelia persica			cats; carnivores; human; Canis dog	Lyme disease
412418	Borrelia recurrentis A1	adult patient with louse-borne relapsing fever	Ethiopia	human	Lyme disease
88916	Borrelia spielmanii	Human clinical samples	Denmark; France; Hungary	silver fox; human; castor bean tick	Lyme disease
314724	Borrelia turicatae 91E135	the soft tick Ornithodoros turicatae	United States	human; Ornithodoros turicatae	Lyme disease
1398491	Borrelia valaisiana Tom4006	female Ixodes persulcatus tick	Russia: Tomsk	taiga tick; human	Lyme disease
1653839	Borrelia venezuelensis			human	Lyme disease
683292	Borrelia Yangtze			human	Lyme disease
151419	Bosea massiliensis			human	Linked with ventilator-associated pneumonia
1792307	Bosea sp. PAMC 26642		Svalbard	Stereocaulon sp.	
29522	Brachyspira aalborgi	Human clinical sample	Denmark	human	Intestinal spirochaetosis
565034	Brachyspira hyodysenteriae WA1			pig	Swine dysentery
526224	Brachyspira murdochii DSM 12563	pig		pig	Swine dysentery
759914	Brachyspira pilosicoli 95/1000	pig		pig	Intestinal spirochetosis
1161918	Brachyspira pilosicoli WesB	Aboriginal child	Australia	human	diarrhea
114615	Bradyrhizobium sp. ORS 278	Aeschynomene stem nodule		Aeschynomene	
1393	Brevibacillus brevis		Japan	human; bees; Pacific dampwood termite; chionoecetes japonicus; cocoa; wine grape	infections
33889	Brevibacterium casei	cheese and milk	UK	fishes; salicornia brachiata; human	infections
479117	Brevibacterium ravenspurgense			human	Unknown
232444	Brevibacterium sanguinis	Human clinical samples	Belgium	chionoecetes japonicus; human	Unknown
293	Brevundimonas diminuta			human; phyllanthus amarus; garlic; cytisus striatus; butterflies	Septicaemia; endocarditis
41276	Brevundimonas vesicularis			human; eudicots	Septicaemia; endocarditis
1210454	Brucella abortus 104M	placenta	China	cattle	Brucellosis
1104320	Brucella abortus A13334	fetus gastric of dairy cattle	Yangpyeong Korea	cattle	Brucellosis
430066	Brucella abortus S19			cattle	Brucellosis
262698	Brucella abortus bv. 1 str. 9-941		USA:Wyoming	cattle	Brucellosis
235	Brucella abortus strain BAB8416	blood	china: baotou city of inner mongolia autonomous region	human	Brucellosis
483179	Brucella Canis ATCC (carnivores) 23365				Brucellosis
1104321	Brucella Canis HSK (carnivores) A52141	dog blood	Hwaseong Korea	dog	Brucellosis
1408887	Brucella Canis str (carnivores). Oliveri	infected dog	Colombia: Medellin	dog	Brucellosis
36855	Brucella Canis strain (carnivores) SVA13	dog	Sweden	dog	Brucellosis
1423891	Brucella ceti TE10759-12	brain tissue	Adriatic sea coasts	striped dolphin	Brucellosis
1407053	Brucella ceti TE28753-12	brain	Adriatic Sea	striped dolphin	Brucellosis
546272	Brucella melitensis ATCC 23457	human blood and bone marrow samples		human	Brucellosis
703352	Brucella melitensis M5-90			whales; cattle; human	Attenuated vaccine strain
1029825	Brucella melitensis NI	infected cattle	Inner Mongolia; China	cattle	Brucellosis
359391	Brucella melitensis biovar Abortus 2308			cattle	Brucellosis
224914	Brucella melitensis bv. 1 str. 16M	infected goat		human	Brucellosis
29459	Brucella melitensis strain 20236	blood	baotou city; Inner Mongolia Autonomous Region	human	Brucellosis
444178	Brucella Ovis ATCC (whales) 25840	sheep tissue	Australia	whales	Epididymitis; Placentitis
520461	Brucella pinnipedialis B2/94	the spleen of a common seal (Phoca vitulina)			Brucellosis
981386	Brucella sp. F60	mandibular lymph nodes		silver fox	Unknown
981387	Brucella sp. F965	mandibular lymph nodes		silver fox	Unknown
204722	Brucella suis 1330	swine		pig	Brucellosis
470137	Brucella suis ATCC 23445			pig	Brucellosis
645170	Brucella suis	wild boar (pig)	Spain; Portugal	pig	Brucellosis
29461	Brucella suis strain Human/AR/US/1981		USA:Arkansas	pig; human	Brucellosis
118748	Bulleidia extructa	periodontitis	UK	human	Periodontitis
1265350	Buchnera aphidicola (Aphis glycines) strain BAg	whole body		soybean aphid	Unknown
372461	Buchnera aphidicola BCC	cedar aphid; birds		birds; Aphid	Unknown
1005090	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	isofemale line of Acyrthosiphon kondoi (blue alfalfa aphid)		Blue alfalfa aphid; blue alfalfa aphid	Unknown
224915	Buchnera aphidicola str. Bp (Baizongia pistaciae)	aphid; Baizongia pistaciae		Baizongia pistaciae; Aphid	Unknown
1009859	Buchnera aphidicola str. F009 (Myzus persicae)			peach-potato aphid; Green peach aphid	Unknown
1009858	Buchnera aphidicola str. G002 (Myzus persicae)			peach-potato aphid; Green peach aphid	Unknown
198804	Buchnera aphidicola str. Sg (Schizaphis graminum)	aphid; Schizaphis graminum		greenbug; Aphid	Unknown
1009856	Buchnera aphidicola str. USDA (Myzus persicae)	greenhouse tobacco	USA: Ithaca; NY	peach-potato aphid; Green peach aphid	Unknown
1005057	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	isofemale line of Uroleucon ambrosiae str. UA002 (brown ambrosia aphid)		Uroleucon ambrosiae; Brown ambrosia aphid	Unknown
1009857	Buchnera aphidicola str. W106 (Myzus persicae)	tobacco	USA: Windsor; CT	peach-potato aphid; Green peach aphid	Unknown
398577	Burkholderia ambifaria MC40-6	cystic fibrosis patient		human	Cepacia syndrome
331271	Burkholderia cenocepacia AU 1054	the blood of a patient with CF		human	Necrotizing pneumonia
331272	Burkholderia cenocepacia HI2424	fields that were planted with onions	New York	human	Necrotizing pneumonia
216591	Burkholderia cenocepacia J2315			human	Necrotizing pneumonia
95486	Burkholderia cenocepacia strain ST32	sputum	Czech Republic	human	Necrotizing pneumonia
292	Burkholderia cepacia strain LO6	pulmonary	Thailand	human	Necrotizing pneumonia
1385930	Burkholderia dolosa PC543	airway from a patient with cystic fibrosis	USA	human	Necrotizing pneumonia
417203	Burkholderia endofungorum	bacterial endosymbionts of the plant-pathogenic fungus Rhizopus microsporus	Edwardsiella ictaluri	rhizopus microsporus; human	Necrotizing pneumonia
134537	Burkholderia fungorum	environment; animals and human clinical samples	Belgium	sweet almond; human; pig; phanerochaete chrysosporium; macroptilium atropurpureum; wine grape; suillus variegatus; Western roe deer	septic arthritis
28095	Burkholderia gladioli		Belgium	human; saffron crocus; ducks; maize; monocots; dracaena reflexa	Lung infection in cystic fibrosis
482957	Burkholderia lata strain 383			plants; human	Necrotizing pneumonia and chronic infections
243160	Burkholderia mallei ATCC 23344	Chinese patient	Burma	human	Glanders; Pneumonia
412022	Burkholderia mallei NCTC 10229			human	Glanders; Pneumonia
320389	Burkholderia mallei NCTC 10247			human	Glanders; Pneumonia
320388	Burkholderia mallei SAVP1			human	Glanders; Pneumonia
13373	Burkholderia mallei	human and horse clinical samples	Turkey; India; China; Burma; India	ungulates; human; Mule	Glanders; Pneumonia
395019	Burkholderia multivorans ATCC 17616			human	Cepacia syndrome
985079	Burkholderia multivorans ATCC BAA-247	Human Clinical Sample (Cystis Fibrosis Patient)	Belgium: Brussela	human	Cepacia syndrome
441162	Burkholderia oklahomensis C6786	Pelvic Wound	USA: Oklahoma	human	wound infection
884204	Burkholderia pseudomallei 1026b	Septicemic melioidosis patient blood sample	Thailand	human	Melioidosis
357348	Burkholderia pseudomallei 1106a			human	Melioidosis
320372	Burkholderia pseudomallei 1710b			human	Melioidosis
360118	Burkholderia pseudomallei 406e	Human	Thailand	human	Melioidosis
320373	Burkholderia pseudomallei 668			human	Melioidosis
1306419	Burkholderia pseudomallei HBPUB10303a	tracheal suction	unknown	human	Melioidosis
272560	Burkholderia pseudomallei K96243	Human Clinical	Thailand: Mahidol University (Siriraj Hospital and Mahidol-Oxford Research Unit)	human	Melioidosis
1437000	Burkholderia pseudomallei MSHR1153	clinical isolate	Australia	human	Melioidosis
1249469	Burkholderia pseudomallei MSHR1328	sputum	Australia	human	Melioidosis
1249471	Burkholderia pseudomallei MSHR146	right udder	Australia	Capra hircus (whales)	Melioidosis
1435994	Burkholderia pseudomallei MSHR2243	clinical isolate	Australia	human	Melioidosis
1335307	Burkholderia pseudomallei MSHR305	autopsy brain sample	Australia: Northern Territory	human	Melioidosis
1435985	Burkholderia pseudomallei MSHR435	clinical isolate	Australia	human	Melioidosis
1249474	Burkholderia pseudomallei MSHR511	throat	Australia	Capra hircus (whales)	Melioidosis
1249659	Burkholderia pseudomallei MSHR520	blood	Australia	human	Melioidosis
1306420	Burkholderia pseudomallei MSHR5848	sputum	Australia	human	Melioidosis
1306421	Burkholderia pseudomallei MSHR5855	sputum	Australia	human	Melioidosis
1306417	Burkholderia pseudomallei MSHR5858	sputum	Australia	human	Melioidosis
1249475	Burkholderia pseudomallei MSHR840	Human Brain Tissue	Australia: Ipswitch	human	Melioidosis
1249468	Burkholderia pseudomallei NCTC 13178	post mortem brain	Australia	human	Melioidosis
1241583	Burkholderia pseudomallei NCTC 13179	skin ulcer	Australia	human	Melioidosis
1249658	Burkholderia pseudomallei PB08298010	Human Clinical samples	USA: Arizona	human	Melioidosis
28450	Burkholderia pseudomallei	Human Clinical samples	Thailand: Ubon Ratchathani; China:Hainan; Malaysia: Pahang; Australia: Darwin; Northern Territory; US; Taiwan	human	Melioidosis
412963	Burkholderia rhizoxinica	bacterial endosymbionts of the plant-pathogenic fungus Rhizopus microsporus	Germany	human	toxin-mediated disease
1241582	Burkholderia thailandensis 2002721723			human	infections
1249663	Burkholderia thailandensis H0587	pleural wound	USA: LA	human	infections
92647	Burkholderia tropica	rhizosphere and endophytes of sugarcane; maize and teosinte plants	Brazil; Mexico and South Africa	acacia auriculiformis; human; noble cane; ammophila arenaria; ducks; nypa palm; guava; maize; milo; tomato	necrotizing enterocolitis
269482	Burkholderia vietnamiensis G4			human	Necrotizing pneumonia
657324	Butyrivibrio fibrisolvens 16/4			human	infections
1358410	Campylobacter coli 15-537360	42-year old female		human	Endophthalmitis
1183378	Campylobacter coli RM1875			pig	Gastroenteritis; bacteraemia
1183379	Campylobacter coli RM4661	turkey carcass	USA: NADC; Ames; IA	wild turkey	Gastroenteritis; bacteraemia
1183380	Campylobacter coli RM5611		North Carolina State University	cattle	Gastroenteritis; bacteraemia
195	Campylobacter coli strain BFR-CA-9557	heart of a broiler carcass	Germany: Berlin	chicken	Gastroenteritis; bacteraemia
195	Campylobacter coli strain FB1	feces	United Kingdom: Cambridge	human	Gastroenteritis; bacteraemia
360104	Campylobacter concisus 13826	gastrointestinal clinical isolate		human	Gastroenteritis
199	Campylobacter concisus strain ATCC 33237	Gingival sulcus	USA	human	Gastroenteritis
360105	Campylobacter curvus 525.92	gastrointestinal clinical isolate		human	Gastroenteritis; Periodontitis
360106	Campylobacter fetus subsp. fetus 82-40	the blood of a human patient who was having a renal transplant		human	Infertility; Spontaneous abortions; Septicemia; Meningitis
1507806	Campylobacter fetus subsp. testudinum	feces		Lizard	Infertility; Spontaneous abortions; Septicemia; Meningitis
1244529	Campylobacter fetus subsp. testudinum Sp3	Heterodon nasicus	United Kingdom: England	human	Infertility; Spontaneous abortions; Septicemia; Meningitis
688354	Campylobacter fetus subsp. venerealis str. 84-112			human	Venereal infection
824	Campylobacter gracilis strain ATCC 33236	oral	USA	human	bacteremia
360107	Campylobacter hominis ATCC BAA-381	the feces of a healthy human		human	Endocarditis; meningitis
198	Campylobacter hyointestinalis	stomach		whales; pig; cattle; human	Diarrhoea; bacteraemia; abscess
1244531	Campylobacter iguaniorum strain 2463D	Iguana iguana	Netherlands	Common iguana; common iguana; human	infections
260714	Campylobacter insulaenigrae	Marine seals; propoise	UK	human	septicemia; enteritis
1338035	Campylobacter jejuni 32488		USA: NY	human	Gastroenteritis; bacteraemia
195099	Campylobacter jejuni RM1221	the skin of a retail chicken		chicken	Gastroenteritis; bacteraemia
197	Campylobacter jejuni strain CJ677CC002	Blood; stool	Finland; United Kingdom; USA: Albany CA; South Africa: Cape Town	human	Gastroenteritis; bacteraemia
360109	Campylobacter jejuni subsp. doylei 269.97			human	Gastroenteritis; bacteraemia
1357994	Campylobacter jejuni subsp. jejuni 00-2425	stool sample	Canada	human	Gastroenteritis; bacteraemia
1380767	Campylobacter jejuni subsp. jejuni 00-2426	stool sample	Canada	human	Gastroenteritis; bacteraemia
1380768	Campylobacter jejuni subsp. jejuni 00-2538	stool sample	Canada	human	Gastroenteritis; bacteraemia
1383068	Campylobacter jejuni subsp. jejuni 00-2544	stool sample	Canada	human	Gastroenteritis; bacteraemia
354242	Campylobacter jejuni subsp. jejuni 81-176	outbreak	Minnesota USA	human	Gastroenteritis; bacteraemia
407148	Campylobacter jejuni subsp. jejuni 81116	waterborne outbreak		human	Gastroenteritis; bacteraemia
567106	Campylobacter jejuni subsp. jejuni IA3902	aborted placenta	USA	whales	Gastroenteritis; bacteraemia
645464	Campylobacter jejuni subsp. jejuni M1	both the patient and from the poultry flock sampled at the abattoir; thus providing a clear-cut case of the direct transmission of disease from poultry to human		human	Gastroenteritis; bacteraemia
192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	diarrheic patient		human	Gastroenteritis; bacteraemia
718271	Campylobacter jejuni subsp. jejuni S3	the feces of a chicken; has been shown to be non-invasive to weakly invasive		chicken	Gastroenteritis; bacteraemia
32022	Campylobacter jejuni subsp. jejuni	stool	Canada: Quebec; Canada: Alberta; Canada: Ontario; Canada: New Brunswick; USA: Michigan; South Africa: Cape Town	human	Gastroenteritis; bacteraemia
306263	Campylobacter lari RM2100			human	Gastroenteritis; diarrhea
203	Campylobacter rectus	periodontal disease	USA	human	bacteremia
204	Campylobacter showae	human oral cavity	Japan	human	bacteremia
206	Campylobacter sputorum		Denmark	cattle; human	bacteremia
28080	Campylobacter upsaliensis	feces	Sweden	cats; human; Canis dog	Diarrhoea; bacteraemia; abscess
1032069	Campylobacter ureolyticus RIGS 9880		Denmark	human	Gastroenteritis; diarrhea
