superkingdom	phylum	class	order	family	year	status	reference	name	taxid
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	1992	established	"Joseph, S. W., et al. ""Aeromonas jandaei and Aeromonas veronii dual infection of a human wound following aquatic exposure."" Journal of Clinical Microbiology 29.3 (1991): 565-569."	Aeromonas jandaei	650
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	1992	established	"Hendolin, Panu H., et al. ""High incidence of Alloiococcus otitis in otitis media with effusion."" The Pediatric infectious disease journal 18.10 (1999): 860-865."	Alloiococcus otitis	1652
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	1992	putative	"Mawer, Damian, et al. ""Anaerococcus lactolyticus causing a mycotic aortic aneurysm: Category: Clinical lesson."" Journal of Infection 63.6 (2011): e18."	Anaerococcus lactolyticus	33032
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	1992	putative	"Hugon, Perrine, et al. ""Non-contiguous finished genome sequence and description of Anaerococcus vaginalis."" Standards in genomic sciences 6.3 (2012): 356-365."	Anaerococcus vaginalis	33037
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	1992	putative	"Wybo, Ingrid, et al. ""Isolation of Arcobacter skirrowii from a patient with chronic diarrhea."" Journal of clinical microbiology 42.4 (2004): 1851-1852."	Arcobacter skirrowii	28200
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	1992	established	Taylor et al	Bartonella henselae	38323
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	1992	established	Taylor et al	Corynebacterium urealyticum	43771
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	1992	established	Taylor et al	Ehrlichia chaffeensis	945
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	1992	established	Taylor et al	Ehrlichia ewingii	947
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	1992	established	Taylor et al	Enterococcus flavescens	37734
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	1992	established	Taylor et al	Leptospira kirschneri	29507
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	1992	established	"Lee, Chen-Hsiang, et al. ""Prosthetic joint infection caused by Mycobacterium alvei in an elderly patient."" Journal of clinical microbiology 49.8 (2011): 3096-3098."	Mycobacterium alvei	67081
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	1992	established	"Yáñez, Antonio, et al. ""Mycoplasma penetrans bacteremia and primary antiphospholipid syndrome."" Emerging infectious diseases 5.1 (1999): 164."	Mycoplasma penetrans	28227
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	1992	established	Taylor et al	Peptostreptococcus lactolyticus	33032
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	1992	established	Taylor et al	Peptostreptococcus vaginalis	33037
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	1992	established	Taylor et al	Porphyromonas circumdentaria	29524
